ascore,category,description,ein,tot_exp,admin_exp_p,fund_eff,fund_exp_p,program_exp_p,fscore,leader,leader_comp,leader_comp_p,motto,name,tot_rev,score,state,subcategory,size,program_exp,fund_exp,admin_exp
81.0,Human and Civil Rights,"Founded in 2000, ISAIAH was officially created through the merger of three independent congregation based community organizations: Great River Interfaith Partnership (GRIP) in the St. Cloud area; Interfaith Action in Greater Minneapolis; and, St. Paul Ecumenical Alliance of Congregations (SPEAC) in Greater St. Paul. Today, ISAIAH is a faith-based coalition of more than 100 member congregations that lets communities in Minnesota more effectively live out their faith in biblical justice and the common good. By uniting local congregations in a large regional organization, ISAIAH strengthens the ability of people of faith to address both local and regional community issues, including sprawl, affordable housing, transportation, and racial inequity.",41-1957358,2585091.0,0.136,0.11,0.11199999999999999,0.7509999999999999,89.67,Doran Schrantz,88495.0,0.0342,Faith in Democracy,ISAIAH,3459315.0,84.7,MN,Advocacy and Education,small,1941403.3409999998,289530.192,351572.37600000005
89.0,"Arts, Culture, Humanities","The Isabella Stewart Gardner Museum opened to the public on the evening of January 1st, 1903. The Museum is at once an intimate collection of fine and decorative art and a vibrant, innovative venue for contemporary artists, musicians and scholars. Housed in a stunning 15th-century Venetian-style palace with three stories of galleries surrounding a sun- and flower-filled courtyard, the Museum provides an unusual backdrop for the viewing of art. The Museum's preeminent collection contains more than 2,500 paintings, sculptures, tapestries, furniture, manuscripts, rare books and decorative arts. The galleries house works by some of the most recognized artists in the world, including Titian, Rembrandt, Michelangelo, Raphael, Botticelli, Manet, Degas, Whistler and Sargent.",04-2104334,22135619.0,0.07200000000000001,0.14,0.085,0.8420000000000001,87.32,Peggy Fogelman,427621.0,0.019299999999999998,Imagination. Inspiration. Innovation.,Isabella Stewart Gardner Museum,17988912.0,88.13,MA,Museums,big,18638191.198000003,1881527.6150000002,1593764.5680000002
100.0,Human Services,Our Vision,75-1436937,1778752.0,0.076,0.08,0.081,0.8420000000000001,80.02,Teddie Story,78447.0,0.0441,"It's a hand up, not a handout.",Irving Cares,1592947.0,85.87,TX,Social Services,small,1497709.1840000001,144078.912,135185.152
100.0,Environment,"Irvine is an environmental education organization. Our mission is to educate and inspire current and future generations to explore, respect and protect nature.",52-1231286,1926838.0,0.043,0.14,0.165,0.79,86.93,Brooks Paternotte,89762.0,0.04650000000000001,"Explore, Respect, Protect Nature",Irvine Nature Center,2179911.0,90.75,MD,"Botanical Gardens, Parks, and Nature Centers",small,1522202.02,317928.27,82854.034
89.0,"Arts, Culture, Humanities","Founded by Ciarán O'Reilly and Charlotte Moore, The Irish Repertory Theatre (IRT) opened its doors in September 1988. The mission of the theatre is to: bring works by Irish and Irish American masters and contemporary playwrights to American audiences; provide a context for understanding the contemporary Irish American experience; and to encourage the development of new works focusing on the Irish and Irish American experience, as well as a range of other cultures. In 1995, IRT made its permanent home in Chelsea, allowing for both a Main Stage theatre and a smaller studio space, the W. Scott McLucas Studio. The IRT is currently the only year-round theatre company in New York City devoted to bringing Irish and Irish American works to the stage.",13-3531713,4241257.0,0.084,0.06,0.059000000000000004,0.855,100.0,Ciaran O'Reilly,80000.0,0.018799999999999997,Bringing Irish and Irish American works to the stage,The Irish Repertory Theatre,6017818.0,92.22,NY,Performing Arts,mid,3626274.735,250234.16300000003,356265.58800000005
100.0,Human Services,"The Irish International Immigrant Center assists immigrants from Ireland and from around the world as they integrate into American society, and with partner organizations, promotes reconciliation in Ireland. We are a vibrant welcome center that provides legal, wellness and education services, advocates for systemic change, and facilitates cross-cultural community building. Our vision is of a shared society where all people are welcomed and valued and enjoy equal opportunities, and protections.",04-3063382,1920895.0,0.057999999999999996,0.09,0.095,0.845,93.8,Ronnie Millar,92382.0,0.048,Together for all.,Irish International Immigrant Center,2569366.0,95.61,MA,Social Services,small,1623156.275,182485.025,111411.90999999999
59.0,"Arts, Culture, Humanities","The mission of the Irish Cultural Center is to provide a link between the people of Arizona and the people of Ireland and other Celtic cultures. Programs, classes, festivals, exhibits and special events include history, music, art, dance, literature, drama, crafts, language, travel, sports and traditional activities. The goal of the Irish Cultural Center is to provide the public with the highest quality educational and cultural programming. The Center is owned by the City of Phoenix and is operated through public private partnership with the Irish Cultural and Learning Foundation.",86-0930096,859521.0,0.14300000000000002,0.09,0.034,0.8220000000000001,94.78,This organization did not report a CEO,,,The heart of the Celtic community,Irish Cultural Center,559805.0,70.77,AZ,"Libraries, Historical Societies and Landmark Preservation",small,706526.2620000001,29223.714000000004,122911.50300000001
89.0,"Arts, Culture, Humanities","Founded in 1972, Irish Arts Center is a New York-based arts and cultural center dedicated to projecting a dynamic image of Ireland and Irish America for the 21st century, building community with artists and audiences of all backgrounds, forging and strengthening cross-cultural partnerships, and preserving the evolving stories and traditions of Irish culture for generations to come. Our multi-disciplinary programming is centered around three core areas: performance – including live music, dance, theatre, film, literature, and the humanities; exhibition – including visual arts presentations and cultural exhibitions that tell the evolving Irish story; and education – with dozens of classes per week in Irish language, history, music, and dance.",51-0244834,3362693.0,0.10400000000000001,0.2,0.34600000000000003,0.5479999999999999,76.37,Aidan Connolly,173602.0,0.0516,Dedicated to projecting a dynamic image of Ireland and Irish America for the 21st century,Irish Arts Center,5751522.0,81.56,NY,Performing Arts,small,1842755.7639999997,1163491.7780000002,349720.07200000004
90.0,International,The Ireland Funds' mission is to harness the power of a global philanthropic network of friends of Ireland to promote and support,25-1306992,33128738.0,0.067,0.05,0.059000000000000004,0.873,92.5,Kieran Mcloughlin,649964.0,0.0196,Progress Through Philanthropy,The Ireland Funds America,32783549.0,91.16,MA,"International Peace, Security, and Affairs",big,28921388.274,1954595.5420000001,2219625.446
96.0,Human and Civil Rights,"Iraq and Afghanistan Veterans of America (www.IAVA.org) is the leading post-9/11 veteran empowerment organization (VEO) with the most diverse and rapidly growing membership in America. As a non-profit founded in 2004, IAVA's mission is to connect, unite and empower post-9/11 veterans.",20-1664531,7230821.0,0.10300000000000001,0.12,0.127,0.769,71.98,Paul Rieckhoff,201909.0,0.0279,For America's newest generation of veterans,Iraq and Afghanistan Veterans of America,6343635.0,79.98,NY,Advocacy and Education,mid,5560501.349,918314.267,744774.5630000001
100.0,Community Development,"The Iranian American Jewish Federation of New York works to celebrate the success of the Iranian Jewish Community as one of the most accomplished immigrant groups in America and to use our resources to: Promote unity in our community; Instill Jewish values in our children, while creating a sense of pride in their Jewish culture and heritage; Promote Zionist values and educate our community about Israel and its struggle for survival; Support educational, social, and medical programs that empower the people of Israel; and Provide aid to social programs in New York to assist those in need.",01-0651843,4104978.0,0.036000000000000004,0.08,0.1,0.862,97.5,Robert Kahen,0.0,0.0,Promote unity in our Jewish community.,Iranian American Jewish Federation of New York,4440104.0,98.23,NY,Jewish Federations,mid,3538491.036,410497.80000000005,147779.208
